"export-world data (NetLogo 6.0.2)"
"null"
"02/28/2019 23:23:40:517 +0800"

"RANDOM STATE"
"0 0 -1727483681 200 0.0 false 1466538474 -972460513 -1568741686 1173774079 1494814071 1446882761 -1065966736 1557479211 1885146830 -83885717 -2120439553 -837199472 -205114924 2088536930 -1800874267 -34200844 -1587924574 952530781 410103122 -537210046 612782247 -1394880431 -2062262573 1606208609 1918346305 -723797232 -1111723353 41663331 -1126481640 -1086152569 2000291897 -358576624 664156906 -584996768 1773826268 757713344 957968670 1468764970 -1055598366 -995274602 1346306805 144029100 -109394679 1081956070 -2071509662 842727831 -746372688 1055619997 681498038 -1858153343 -668829290 1595264046 -1281389159 -37189096 -2101175170 565047966 96078358 1201194029 -645797028 -305688267 -671292938 1209673122 -556912863 349901908 552483143 -239423099 753062372 -1697792261 47084092 1770181323 645097742 1163227405 271296836 -1460975565 -926341986 -351477780 899597644 233613347 -1380415790 -816681796 1455775162 -1467733810 -1801187000 -1770186764 601852480 1632304600 -786179863 -975530223 -2003870071 -1683466397 424877414 589990310 321700753 1378261522 1798638592 -877284736 979237054 -470562772 -115380698 -1604695655 -672793475 1372950796 2058639234 -2025158083 -1975800765 395134646 -1761864978 1610100068 684204532 1634284078 -1777770346 424932015 -749501557 129328728 -43504137 19048299 1691865938 -609111826 -1966797157 -279069839 1661656393 -1568176377 -1176755181 -211253986 -1615433928 593452070 -1471089061 -981231744 -139905703 -97519397 -321823974 -817485829 -998557854 1928684616 1785162605 1733526808 -749774950 -1898217350 2066817460 -1700614218 2078503240 1876942377 -831960589 -1578541044 1532885187 -102172179 73738447 1851233944 -262689013 927542284 1013212960 232111694 -604788407 -1241210164 -448692954 1234061701 469914036 1203383249 1007334780 1007726688 -1034071470 1190394074 -1296925781 209815324 825969668 1863253385 727925351 -1855529751 -1462885379 -415092736 85207206 -1269041099 108360879 941466478 1008855162 96423895 360412426 -359713051 1122677699 275615346 -1256364891 -315793166 -1268676406 22168 -1525721855 414701474 1148711099 -1372195148 540794827 -1670171683 1513325372 -964533236 615150971 -893238281 1552185031 74671124 -1016191926 -1611818561 -1671081028 457087928 1549257896 -2093140439 -294929921 302598067 -428124248 350081584 996049044 599851470 1412678182 -8207829 -967193765 622704407 1906857417 -144885165 395291037 -1858142661 379817505 -1352016840 409024900 1922447935 -1346563740 925625740 1655435790 1369873086 2127789728 -980238959 586234577 280706706 -1649466069 -1438061816 -1602830582 934252216 1937150843 1527896862 -767073299 1173395203 421018685 1430035118 -1407819235 461092705 -1923230681 -1461735724 904211434 1373270110 1263769126 858615525 -1024235386 -474978351 1643031562 -1840549695 -1403711088 -682161874 -425091893 200634026 1165315993 1044669922 -1359627421 93842094 -893111731 1582907761 1521128435 265392925 -190860757 -216097408 -2072329953 1179317107 -1603284147 1955413888 1934654288 1789640418 -1532762191 1674510909 275030412 1166988104 1130406374 -2027521151 2025710425 -383982155 -2043939370 -374526003 1596032137 -1643831766 341610501 589751046 1766137759 1193993908 -98239518 270629590 473982367 662186804 -1193473753 2051830949 -1613843865 513584555 -1169996900 920277057 -1238831441 -685186561 -1005204964 842603620 1137825351 256549406 329073194 1477157316 1894627944 922676176 791524832 266640724 1612124695 764155773 -1386866835 -1993954693 893736664 371365368 1615935989 1812194324 862282552 -387175973 1648130286 1528413379 -1139827257 1899047913 -178338481 364012643 246750568 1884266062 -1608847174 -225518315 -1574874502 -2015776469 -133036450 387807059 -1608098024 -409070008 1262785664 -1932081216 1149221938 -218195145 -1840400285 -1355947955 884816740 -345348572 36189904 -1378965192 -620418993 304624864 285489184 903436774 -1315093126 1469290050 706435305 1484879547 1035328211 -325932611 1459773810 1337018669 1915447750 -359417792 -819127865 681262201 1292502415 -2137620979 -817854257 -640986312 61918608 -762868940 -1232369065 1473668786 -1020364072 -2125763096 1485850004 -2006934755 106985063 -547907562 201295673 1070092641 -311298508 31355688 -1218987026 879634533 -1147249750 1646482316 -1243345288 -1275163561 82163393 929218802 -630314410 1026921148 -1375427918 873740141 1940909387 831349967 457401464 1158160108 1780216247 -1867452120 1236224910 916182059 1629167440 747655538 -57485253 -1362635716 853654986 -124547535 806083587 376546048 -802340077 -819823495 585036047 -1378940349 442067601 1605745232 -107995358 1583706155 646816994 -855932267 -883089613 241467857 2055019612 -1576553100 -735235649 2016662308 -1918874953 -712386097 -45706785 -995077645 -117995224 1725286300 1683043693 -752109180 532009328 1940667618 711044791 -1124838815 -1504679445 1553508719 -548150881 -425223174 1384442599 508133083 966752950 1171723304 686923496 -60595572 1776733529 1248210436 -527854579 -1922790363 -1927908165 -1919858715 -170952146 -745082978 1361620012 -31308147 1991894066 -727258333 911615944 -846325492 1590480378 -606363887 -1954740157 -934086007 1119166056 -1311169994 1432197057 -1954186930 484508210 2145287810 1800391940 -438817160 -1207336118 219797470 19858990 -1471050027 -1944022394 -237178230 591577601 -1162517118 811820859 802885894 934008924 2035627897 947434433 863660514 953148499 1927428961 -1983341761 -227794207 1052169759 983687202 1017084194 1483899810 -668423886 -63269764 876764561 1748706108 -2016444990 936072172 -867550582 470625723 791352272 -790303343 1597096279 -451204859 762069861 -1843648129 1951765036 1354085576 789005537 -1621896532 843120741 -1512315801 377020110 1272461813 -177595726 1048771657 1223660085 291696701 1492752775 -783194481 977543355 1841498939 -2111787876 -1270782804 2047582663 -310700207 -1381948337 537632687 2049716319 -985841370 366108683 1147066842 1250041597 221504863 307605947 1297710333 -854971687 1161199705 756728422 -64119191 -1597798626 1063777251 1907102005 1666109508 -1210075360 375168215 849394185 -1534584529 -1219467810 1071603147 -1525031655 -1863813988 843281205 -577207253 -881958765 -148737586 -480708904 253738186 -2115359841 687457285 1106955867 965947046 -284426462 166974194 -1138135342 1285667944 1700773140 411241628 -2124858055 44006590 158572098 -256602603 -350155301 296134945 1272809320 -660372033 -1652742922 121341183 120581158 -1045950215 1553436600 2111905941 -1899599042 -1716140000 15738033 672753554 -962384491 -121411974 846766643 -158718913 -1586887073 1788685905 1443115717 1572020547 1455249894 1619133032 308221108 -697554482 1683597428 -2080296061 -22714985 2135649140 -616429795 -420959509 199433909 90228745 1460212391 -465812691 1745668327 -1347839006 -1805018312 -1333452737 1847459763 -68194387 -405829131 80566223 50891849 -725542866 877038996 1590666077 80513842 2030499779 -180975225 1645971323"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks",
"-5","5","-5","5","0","nobody","0","""NEITHER""","-1"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","value"
"-5","5","0","""""","9.9","0"
"-4","5","0","""""","9.9","0"
"-3","5","0","""""","9.9","0"
"-2","5","0","""""","9.9","0"
"-1","5","0","""""","9.9","0"
"0","5","55","""""","9.9","1"
"1","5","0","""""","9.9","0"
"2","5","0","""""","9.9","0"
"3","5","0","""""","9.9","0"
"4","5","0","""""","9.9","0"
"5","5","0","""""","9.9","0"
"-5","4","0","""""","9.9","0"
"-4","4","9.9","""""","9.9","1"
"-3","4","9.9","""""","9.9","1"
"-2","4","9.9","""""","9.9","1"
"-1","4","9.9","""""","9.9","1"
"0","4","9.9","""""","9.9","1"
"1","4","9.9","""""","9.9","1"
"2","4","9.9","""""","9.9","1"
"3","4","9.9","""""","9.9","1"
"4","4","9.9","""""","9.9","1"
"5","4","0","""""","9.9","0"
"-5","3","0","""""","9.9","0"
"-4","3","9.9","""""","9.9","1"
"-3","3","0","""""","9.9","0"
"-2","3","0","""""","9.9","0"
"-1","3","0","""""","9.9","0"
"0","3","0","""""","9.9","0"
"1","3","0","""""","9.9","0"
"2","3","0","""""","9.9","0"
"3","3","0","""""","9.9","0"
"4","3","0","""""","9.9","0"
"5","3","0","""""","9.9","0"
"-5","2","0","""""","9.9","0"
"-4","2","9.9","""""","9.9","1"
"-3","2","0","""""","9.9","0"
"-2","2","9.9","""""","9.9","1"
"-1","2","0","""""","9.9","0"
"0","2","9.9","""""","9.9","1"
"1","2","9.9","""""","9.9","1"
"2","2","9.9","""""","9.9","1"
"3","2","9.9","""""","9.9","1"
"4","2","9.9","""""","9.9","1"
"5","2","0","""""","9.9","0"
"-5","1","0","""""","9.9","0"
"-4","1","9.9","""""","9.9","1"
"-3","1","0","""""","9.9","0"
"-2","1","9.9","""""","9.9","1"
"-1","1","0","""""","9.9","0"
"0","1","0","""""","9.9","0"
"1","1","0","""""","9.9","0"
"2","1","9.9","""""","9.9","1"
"3","1","0","""""","9.9","0"
"4","1","0","""""","9.9","0"
"5","1","0","""""","9.9","0"
"-5","0","0","""""","9.9","0"
"-4","0","9.9","""""","9.9","1"
"-3","0","0","""""","9.9","0"
"-2","0","9.9","""""","9.9","1"
"-1","0","9.9","""""","9.9","1"
"0","0","9.9","""""","9.9","1"
"1","0","9.9","""""","9.9","1"
"2","0","9.9","""""","9.9","1"
"3","0","9.9","""""","9.9","1"
"4","0","9.9","""""","9.9","1"
"5","0","0","""""","9.9","0"
"-5","-1","0","""""","9.9","0"
"-4","-1","9.9","""""","9.9","1"
"-3","-1","0","""""","9.9","0"
"-2","-1","9.9","""""","9.9","1"
"-1","-1","0","""""","9.9","0"
"0","-1","9.9","""""","9.9","1"
"1","-1","0","""""","9.9","0"
"2","-1","0","""""","9.9","0"
"3","-1","0","""""","9.9","0"
"4","-1","0","""""","9.9","0"
"5","-1","0","""""","9.9","0"
"-5","-2","0","""""","9.9","0"
"-4","-2","9.9","""""","9.9","1"
"-3","-2","9.9","""""","9.9","1"
"-2","-2","9.9","""""","9.9","1"
"-1","-2","0","""""","9.9","0"
"0","-2","9.9","""""","9.9","1"
"1","-2","9.9","""""","9.9","1"
"2","-2","9.9","""""","9.9","1"
"3","-2","9.9","""""","9.9","1"
"4","-2","9.9","""""","9.9","1"
"5","-2","0","""""","9.9","0"
"-5","-3","0","""""","9.9","0"
"-4","-3","9.9","""""","9.9","1"
"-3","-3","0","""""","9.9","0"
"-2","-3","9.9","""""","9.9","1"
"-1","-3","0","""""","9.9","0"
"0","-3","0","""""","9.9","0"
"1","-3","0","""""","9.9","0"
"2","-3","9.9","""""","9.9","1"
"3","-3","0","""""","9.9","0"
"4","-3","0","""""","9.9","0"
"5","-3","0","""""","9.9","0"
"-5","-4","0","""""","9.9","0"
"-4","-4","9.9","""""","9.9","1"
"-3","-4","0","""""","9.9","0"
"-2","-4","9.9","""""","9.9","1"
"-1","-4","9.9","""""","9.9","1"
"0","-4","9.9","""""","9.9","1"
"1","-4","0","""""","9.9","0"
"2","-4","9.9","""""","9.9","1"
"3","-4","9.9","""""","9.9","1"
"4","-4","9.9","""""","9.9","1"
"5","-4","0","""""","9.9","0"
"-5","-5","0","""""","9.9","0"
"-4","-5","0","""""","9.9","0"
"-3","-5","0","""""","9.9","0"
"-2","-5","0","""""","9.9","0"
"-1","-5","0","""""","9.9","0"
"0","-5","0","""""","9.9","0"
"1","-5","0","""""","9.9","0"
"2","-5","0","""""","9.9","0"
"3","-5","0","""""","9.9","0"
"4","-5","15","""""","9.9","1"
"5","-5","0","""""","9.9","0"

"LINKS"
"end1","end2","color","label","label-color","hidden?","breed","thickness","shape","tie-mode"


"PLOTS"
""
"EXTENSIONS"

